;BUS_ID;BUS_NAME;Gen_Type;Latitude;Longitude;U_FED;REG
0;10.0;ANGRA1UNE001;UNE;-23.008611;-44.454948;RJ;Sudeste-Centro-Oeste
1;11.0;ANGRA2UNE001;UNE;-23.008611;-44.454948;RJ;Sudeste-Centro-Oeste
2;12.0;LCBARRUHE004;UHE;-20.155287;-47.284213;SP;Sudeste-Centro-Oeste
3;13.0;LCBARRSIN002;SIN;-20.155287;-47.284213;SP;Sudeste-Centro-Oeste
4;14.0;FUNIL-UHE002;UHE;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
5;16.0;FURNASUHE005;UHE;-20.66732;-46.319262;MG;Sudeste-Centro-Oeste
6;17.0;FURNASSIN003;SIN;-20.66732;-46.319262;MG;Sudeste-Centro-Oeste
7;18.0;ITUMBIUHE004;UHE;-18.407529;-49.112968;MG;Sudeste-Centro-Oeste
8;19.0;ITUMBISIN002;SIN;-18.407529;-49.112968;MG;Sudeste-Centro-Oeste
9;20.0;MARIMBUHE005;UHE;-20.301198;-49.20339;MG;Sudeste-Centro-Oeste
10;21.0;MANSO-UHE002;UHE;-14.875085;-55.788375;MT;Sudeste-Centro-Oeste
11;22.0;M.MORAUHE004;UHE;-20.286561;-47.069916;MG;Sudeste-Centro-Oeste
12;23.0;CBRAV-SIN000;SIN;-13.3993837;-48.1405438;GO;Sudeste-Centro-Oeste
13;24.0;M.MORBUHE003;UHE;-22.505;-48.545;MG;Sudeste-Centro-Oeste
14;27.0;CPAUL2-SP500;;-22.632745;-45.035694;SP;Sudeste-Centro-Oeste
15;28.0;PCOLOMUHE003;UHE;-22.505;-48.545;MG;Sudeste-Centro-Oeste
16;30.0;SCRU19UTE000;UTE;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
17;31.0;SCRU13UTE000;UTE;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
18;32.0;SCRU16UTE000;UTE;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
19;35.0;CORUMBUHE002;UHE;-17.987029;-48.54114;GO;Sudeste-Centro-Oeste
20;36.0;S.MESAUHE003;UHE;-13.826187;-48.300833;GO;Sudeste-Centro-Oeste
21;37.0;S.MESASIN000;SIN;-13.826187;-48.300833;GO;Sudeste-Centro-Oeste
22;38.0;GRAJA2SIN001;SIN;-22.928023;-43.264827;RJ;Sudeste-Centro-Oeste
23;41.0;VITOR2SIN001;SIN;-20.194191;-40.294523;PR;Sul
24;44.0;GRAJA1SIN001;SIN;-22.928023;-43.264827;RJ;Sudeste-Centro-Oeste
25;47.0;VITOR1SIN001;SIN;-20.194191;-40.294523;PR;Sul
26;48.0;IBIUNASIN004;SIN;-23.665017;-47.101719;SP;Sudeste-Centro-Oeste
27;50.0;TPRETOSIN001;SIN;-23.710734;-46.273544;SP;Sudeste-Centro-Oeste
28;52.0;P.ACU--RJ345;;-21.83721694;-41.04198255;RJ;Sudeste-Centro-Oeste
29;53.0;GNAIG-UTE000;UTE;-21.83721694;-41.04198255;RJ;Sudeste-Centro-Oeste
30;54.0;GNAIV-UTE000;UTE;-21.83721694;-41.04198255;RJ;Sudeste-Centro-Oeste
31;56.0;IVAIP3-PR069;;-24.42917329;-51.67775928;PR;Sul
32;57.0;IVAIP2-PR069;;-24.42917329;-51.67775928;PR;Sul
33;60.0;F.IGUA-PR765;;-25.466866;-54.541335;PR;Sul
34;61.0;FZ-500-PR500;;-25.466866;-54.541335;PR;Sul
35;65.0;IVAIPO-PR765;;-24.42917329;-51.67775928;PR;Sul
36;66.0;IVAIPA-PR525;;-24.42917329;-51.67775928;PR;Sul
37;67.0;IVAIP1-PR069;;-24.42917329;-51.67775928;PR;Sul
38;72.0;ITABER-SP765;;-23.951492;-49.132143;SP;Sudeste-Centro-Oeste
39;76.0;TPRETO-SP765;;-23.710734;-46.273544;SP;Sudeste-Centro-Oeste
40;77.0;TPRETO-SP500;;-23.710734;-46.273544;SP;Sudeste-Centro-Oeste
41;78.0;TPRETO-SP345;;-23.710734;-46.273544;SP;Sudeste-Centro-Oeste
42;79.0;TPRETO-SP069;;-23.710734;-46.273544;SP;Sudeste-Centro-Oeste
43;82.0;TPRET2-SP345;;-23.710734;-46.273544;SP;Sudeste-Centro-Oeste
44;84.0;RESEN2-RJ138;;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
45;85.0;FOZ500-PR500;;-25.426667;-54.592914;PR;Sul
46;86.0;IBIUNA-SP345;;-23.665017;-47.101719;SP;Sudeste-Centro-Oeste
47;87.0;RESEND-RJ500;;-22.499167;-44.513889;RJ;Sudeste-Centro-Oeste
48;90.0;VIANA--ES345;;-20.363333;-40.428889;ES;Sudeste-Centro-Oeste
49;91.0;VIANT1-ES013;;-20.363333;-40.428889;ES;Sudeste-Centro-Oeste
50;95.0;VIANT2-ES013;;-20.363333;-40.428889;ES;Sudeste-Centro-Oeste
51;96.0;VIANT3-ES013;;-20.363333;-40.428889;ES;Sudeste-Centro-Oeste
52;100.0;MARIMB-MG500;;-20.301198;-49.20339;MG;Sudeste-Centro-Oeste
53;101.0;ARARAQ-SP500;;-21.774272;-48.253983;SP;Sudeste-Centro-Oeste
54;102.0;P.CALD-MG500;;-21.797915;-46.612409;MG;Sudeste-Centro-Oeste
55;103.0;CAMPIN-SP500;;-22.774201;-47.004621;SP;Sudeste-Centro-Oeste
56;104.0;C.PAUL-SP500;;-22.632745;-45.035694;SP;Sudeste-Centro-Oeste
57;105.0;ANGRA--RJ500;;-23.008611;-44.454948;RJ;Sudeste-Centro-Oeste
58;106.0;ADRIAN-RJ500;;-22.665712;-43.476932;RJ;Sudeste-Centro-Oeste
59;107.0;GRAJAU-RJ500;;-22.928023;-43.264827;RJ;Sudeste-Centro-Oeste
60;108.0;S.JOSE-RJ500;;-22.748756;-43.332291;RJ;Sudeste-Centro-Oeste
61;109.0;BYPSAD-RJ500;;-22.720833;-43.642222;RJ;Sudeste-Centro-Oeste
62;116.0;IMBTAP-RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
63;119.0;BANDT4-GO013;;-16.793335;-49.233715;GO;Sudeste-Centro-Oeste
64;120.0;P.CALD-MG345;;-21.797915;-46.612409;MG;Sudeste-Centro-Oeste
65;122.0;IBIUNA-SP500;;-23.665017;-47.101719;SP;Sudeste-Centro-Oeste
66;123.0;CAMPIN-SP345;;-22.774201;-47.004621;SP;Sudeste-Centro-Oeste
67;126.0;GUARUL-SP345;;-23.442541;-46.585484;SP;Sudeste-Centro-Oeste
68;129.0;MOGI---SP345;;-23.503735;-46.169846;SP;Sudeste-Centro-Oeste
69;131.0;M.MORA-MG345;;-20.286561;-47.069916;MG;Sudeste-Centro-Oeste
70;134.0;LCBARR-SP345;;-20.155287;-47.284213;SP;Sudeste-Centro-Oeste
71;136.0;FURNAS-MG345;;-20.66732;-46.319262;MG;Sudeste-Centro-Oeste
72;138.0;ITUTIN-MG345;;-21.297053;-44.628422;MG;Sudeste-Centro-Oeste
73;140.0;ADRIAN-RJ345;;-22.665712;-43.476932;RJ;Sudeste-Centro-Oeste
74;144.0;JACARE-RJ345;;-22.923911;-43.420783;RJ;Sudeste-Centro-Oeste
75;147.0;CAMPOS-RJ345;;-21.719534;-41.338472;RJ;Sudeste-Centro-Oeste
76;149.0;VITORI-ES345;;-20.194191;-40.294523;ES;Sudeste-Centro-Oeste
77;154.0;VITAT2-ES013;;-20.194191;-40.294523;ES;Sudeste-Centro-Oeste
78;155.0;VITAT3-ES013;;-20.194191;-40.294523;ES;Sudeste-Centro-Oeste
79;156.0;VITAT4-ES013;;-20.194191;-40.294523;ES;Sudeste-Centro-Oeste
80;161.0;MO-FCE-SP230;;-23.503735;-46.169846;SP;Sudeste-Centro-Oeste
81;163.0;CAMPI1-SP013;;-22.774201;-47.004621;SP;Sudeste-Centro-Oeste
82;165.0;P.CAL2-MG013;;-21.797915;-46.612409;MG;Sudeste-Centro-Oeste
83;167.0;JA-R60-RJ013;;-22.923911;-43.420783;RJ;Sudeste-Centro-Oeste
84;169.0;SJOSE2-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
85;170.0;P.CALD-MG138;;-21.521611;-45.412614;MG;Sudeste-Centro-Oeste
86;171.0;CAMPI1-SP138;;-23.19972222;-45.88333333;SP;Sudeste-Centro-Oeste
87;172.0;IMBARE-RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
88;173.0;ADRIAN-RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
89;174.0;R.LEAO-RJ138;;-21.9217;-42.7907;RJ;Sudeste-Centro-Oeste
90;175.0;CAMPOS-RJ138;;-21.724823;-41.346288;RJ;Sudeste-Centro-Oeste
91;177.0;VITOR1-ES138;;-20.194191;-40.294523;ES;Sudeste-Centro-Oeste
92;178.0;GRAJAU-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
93;180.0;JACAR2-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
94;181.0;ANGDEF-RJ138;;-23.008611;-44.454948;RJ;Sudeste-Centro-Oeste
95;182.0;FUNIL--RJ138;;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
96;183.0;C.PAUL-SP138;;-22.632745;-45.035694;SP;Sudeste-Centro-Oeste
97;184.0;S.CRUZ-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
98;185.0;ANGRA--RJ138;;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
99;186.0;CAMP54-SP013;;-22.774201;-47.004621;SP;Sudeste-Centro-Oeste
100;187.0;M.MORA-MG138;;-18.790278;-48.147222;MG;Sudeste-Centro-Oeste
101;190.0;P.COL--MG138;;-22.505;-48.545;MG;Sudeste-Centro-Oeste
102;192.0;CAMPO1-RJ013;;-21.724823;-41.346288;RJ;Sudeste-Centro-Oeste
103;194.0;ADRT55-RJ013;;-22.665712;-43.476932;RJ;Sudeste-Centro-Oeste
104;195.0;ADRT53-RJ013;;-22.665712;-43.476932;RJ;Sudeste-Centro-Oeste
105;196.0;CAMP51-SP013;;-22.774201;-47.004621;SP;Sudeste-Centro-Oeste
106;197.0;ADRT51-RJ013;;-22.665712;-43.476932;RJ;Sudeste-Centro-Oeste
107;198.0;PCALAT-MG013;;-21.797915;-46.612409;MG;Sudeste-Centro-Oeste
108;199.0;VITAT1-ES013;;-20.194191;-40.294523;ES;Sudeste-Centro-Oeste
109;201.0;RSIL-1UTE000;UTE;-21.724823;-41.346288;RJ;Sudeste-Centro-Oeste
110;203.0;RSIL-2UTE000;UTE;-21.724823;-41.346288;RJ;Sudeste-Centro-Oeste
111;204.0;ADRT1B-RJ013;;-22.665712;-43.476932;RJ;Sudeste-Centro-Oeste
112;205.0;ADRT2A-RJ013;;-22.665712;-43.476932;RJ;Sudeste-Centro-Oeste
113;206.0;ADRT2B-RJ013;;-22.665712;-43.476932;RJ;Sudeste-Centro-Oeste
114;208.0;BGERT1-DF013;;-15.812438;-47.952159;DF;Sudeste-Centro-Oeste
115;209.0;ADRT1A-RJ013;;-22.665712;-43.476932;RJ;Sudeste-Centro-Oeste
116;210.0;ITUMBI-MG500;;-18.407529;-49.112968;MG;Sudeste-Centro-Oeste
117;212.0;CAMPO2-RJ013;;-16.793335;-49.233715;RJ;Sudeste-Centro-Oeste
118;213.0;MARIMB-MG345;;-20.301198;-49.20339;MG;Sudeste-Centro-Oeste
119;216.0;P.COL--MG345;;-20.120132;-48.574948;MG;Sudeste-Centro-Oeste
120;217.0;ITUMBI-MG345;;-18.407529;-49.112968;MG;Sudeste-Centro-Oeste
121;218.0;BANDEI-GO345;;-16.793335;-49.233715;GO;Sudeste-Centro-Oeste
122;219.0;B.SUL--DF345;;-15.862817;-48.068475;DF;Sudeste-Centro-Oeste
123;220.0;CORUMB-GO345;;-17.987029;-48.54114;GO;Sudeste-Centro-Oeste
124;221.0;B.GERA-DF034;;-16.34909;-47.83193;DF;Sudeste-Centro-Oeste
125;225.0;ITUMBI-MG230;;-18.407529;-49.112968;MG;Sudeste-Centro-Oeste
126;226.0;BANDEI-GO230;;-16.793335;-49.233715;GO;Sudeste-Centro-Oeste
127;227.0;B.GERA-DF230;;-15.812438;-47.952159;DF;Sudeste-Centro-Oeste
128;228.0;B.SUL--DF230;;-15.862817;-48.068475;DF;Sudeste-Centro-Oeste
129;229.0;B.ALTO-GO230;;-15.120271;-48.924964;GO;Sudeste-Centro-Oeste
130;230.0;S.MESA-GO230;;-13.826187;-48.300833;GO;Sudeste-Centro-Oeste
131;231.0;R.VERD-GO230;;-17.760949;-50.883154;GO;Sudeste-Centro-Oeste
132;232.0;BSULT6-DF013;;-15.862817;-48.068475;DF;Sudeste-Centro-Oeste
133;233.0;SAMAMB-DF500;;-15.923319;-48.171835;DF;Sudeste-Centro-Oeste
134;234.0;SAMAMB-DF345;;-15.923319;-48.171835;DF;Sudeste-Centro-Oeste
135;235.0;S.MESA-GO500;;-13.826187;-48.300833;GO;Sudeste-Centro-Oeste
136;236.0;B.SUL--DF138;;-16.34909;-47.83193;DF;Sudeste-Centro-Oeste
137;237.0;SAMAMB-DF138;;-16.34909;-47.83193;DF;Sudeste-Centro-Oeste
138;238.0;R.VERD-GO138;;-17.64448889;-51.69153333;GO;Sudeste-Centro-Oeste
139;239.0;S.MESA-GO138;;-14.472769;-48.489934;GO;Sudeste-Centro-Oeste
140;241.0;RVERT1-GO013;;-17.760949;-50.883154;GO;Sudeste-Centro-Oeste
141;242.0;BANDT1-GO013;;-16.793335;-49.233715;GO;Sudeste-Centro-Oeste
142;243.0;BANDT2-GO013;;-16.793335;-49.233715;GO;Sudeste-Centro-Oeste
143;245.0;BSULT7-DF013;;-15.862817;-48.068475;DF;Sudeste-Centro-Oeste
144;246.0;MARIMB-MG013;;-20.301198;-49.20339;MG;Sudeste-Centro-Oeste
145;247.0;C.BRAV-GO138;;-14.472769;-48.489934;GO;Sudeste-Centro-Oeste
146;248.0;RBOIS-TAP138;;-17.64448889;-51.69153333;GO;Sudeste-Centro-Oeste
147;249.0;RCLARO-GO138;;-17.64448889;-51.69153333;GO;Sudeste-Centro-Oeste
148;250.0;NPECA2UHE002;UHE;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
149;251.0;N.PECA-RJ138;;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
150;252.0;N.PECA-RJ230;;-22.68944444;-43.86027778;RJ;Sudeste-Centro-Oeste
151;253.0;FONTE2UHE002;UHE;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
152;254.0;FONTES-RJ138;;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
153;255.0;PPASSOUHE002;UHE;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
154;256.0;PPASSO-RJ138;;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
155;257.0;I.POMBUHE004;UHE;-23.37083333;-45.87083333;RJ;Sudeste-Centro-Oeste
156;258.0;I.POMB-RJ138;;-23.37083333;-45.87083333;RJ;Sudeste-Centro-Oeste
157;259.0;SCECIL-RJ013;;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
158;260.0;S.CEC-PCH138;PCH;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
159;261.0;VIGARI-RJ013;;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
160;262.0;VIGARI-RJ138;;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
161;263.0;TAQUAR-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
162;265.0;VULCAN-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
163;266.0;S.CLAR-RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
164;267.0;CPP----RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
165;268.0;CFRTAP-RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
166;269.0;CSN---UTE002;UTE;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
167;270.0;CORDOV-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
168;271.0;MERITI-RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
169;272.0;TRIAGE-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
170;273.0;SAUDAD-RJ138;;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
171;274.0;V.RED-PCH138;PCH;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
172;275.0;CASCA2-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
173;276.0;BRISAM-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
174;277.0;ZIN----RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
175;278.0;PALMAR-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
176;279.0;BRAHMA-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
177;280.0;ABRTAP-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
178;281.0;RETIRO-RJ138;;-22.526586;-44.572512;RJ;Sudeste-Centro-Oeste
179;282.0;RECREI-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
180;283.0;TERM.S-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
181;284.0;F.CANE-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
182;285.0;C.SOAR-RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
183;286.0;R.FREI-RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
184;287.0;SARAPU-RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
185;288.0;ROSALI-RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
186;289.0;CAMARA-RJ138;;-22.71666667;-43.23833333;RJ;Sudeste-Centro-Oeste
187;290.0;SAMARI-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
188;291.0;PMETR1-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
189;292.0;PMETR2-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
190;293.0;CAMOR--RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
191;294.0;SANTIS-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
192;295.0;SEROPE-RJ138;;-22.91709;-43.750502;RJ;Sudeste-Centro-Oeste
193;296.0;S.BRANUHE002;UHE;-22.8689059;-45.2551667;SP;Sudeste-Centro-Oeste
194;297.0;S.BRAN-RJ088;;-23.37083333;-45.87083333;RJ;Sudeste-Centro-Oeste
195;299.0;SMESA2-GO500;;-13.826187;-48.300833;GO;Sudeste-Centro-Oeste
196;300.0;EMBORCUHE003;UHE;-18.451944;-47.993888;MG;Sudeste-Centro-Oeste
197;301.0;JAGUARUHE003;UHE;-20.022742;-47.434305;MG;Sudeste-Centro-Oeste
198;302.0;NPONTEUHE002;UHE;-19.1347;-47.7001;MG;Sudeste-Centro-Oeste
199;303.0;SSIMAOUHE004;UHE;-19.018055;-50.499166;MG;Sudeste-Centro-Oeste
200;304.0;T.MAR-UHE004;UHE;-18.2134634;-45.2615186;MG;Sudeste-Centro-Oeste
201;305.0;V.GRD-UHE003;UHE;-20.0347238;-48.2228593;MG;Sudeste-Centro-Oeste
202;306.0;GUILMAUHE003;UHE;-19.70805556;-42.96;MG;Sudeste-Centro-Oeste
203;307.0;AVATI-PCH138;PCH;-15.1109403;-43.8074302;MG;Sudeste-Centro-Oeste
204;308.0;BARBAC-MG345;;-21.18555556;-43.75416667;MG;Sudeste-Centro-Oeste
205;309.0;BARBA-PCH138;PCH;-21.68888889;-43.46138889;MG;Sudeste-Centro-Oeste
206;312.0;MIRANDUHE002;UHE;-18.790278;-48.147222;MG;Sudeste-Centro-Oeste
207;313.0;BARREI-MG345;;-19.99972222;-43.99194444;MG;Sudeste-Centro-Oeste
208;314.0;BARREI-MG138;;-19.98777778;-44.09666667;MG;Sudeste-Centro-Oeste
209;315.0;BARRE-SIN001;SIN;-19.99972222;-43.99194444;MG;Sudeste-Centro-Oeste
210;317.0;SOBRAGUHE003;UHE;-21.68888889;-43.46138889;MG;Sudeste-Centro-Oeste
211;318.0;CASSIA-MG138;;-18.790278;-48.147222;MG;Sudeste-Centro-Oeste
212;319.0;CPENA--MG230;;-19.18027778;-41.47444444;MG;Sudeste-Centro-Oeste
213;320.0;EMBORC-MG500;;-18.451944;-47.993888;MG;Sudeste-Centro-Oeste
214;321.0;EMBORC-MG138;;-18.790278;-48.147222;MG;Sudeste-Centro-Oeste
215;322.0;FRUTA-BIO138;BIO;-22.505;-48.545;MG;Sudeste-Centro-Oeste
216;323.0;ITUTIN-MG138;;-21.521611;-45.412614;MG;Sudeste-Centro-Oeste
217;324.0;MSQ-T3-MG013;;-19.4168;-42.5486;MG;Sudeste-Centro-Oeste
218;325.0;JAGUAR-MG500;;-20.018823;-47.438096;MG;Sudeste-Centro-Oeste
219;326.0;JAGUAR-MG345;;-20.022742;-47.434305;MG;Sudeste-Centro-Oeste
220;327.0;SOBRAG-MG138;;-21.68888889;-43.46138889;MG;Sudeste-Centro-Oeste
221;329.0;MSQ-T2-MG013;;-19.4168;-42.5486;MG;Sudeste-Centro-Oeste
222;330.0;JAGUAR-MG138;;-18.790278;-48.147222;MG;Sudeste-Centro-Oeste
223;331.0;J.FORA-MG345;;-21.7110883;-43.4028016;MG;Sudeste-Centro-Oeste
224;332.0;J.FORAPCH138;PCH;-21.68888889;-43.46138889;MG;Sudeste-Centro-Oeste
225;336.0;LAFAIE-MG345;;-20.66333333;-43.82166667;MG;Sudeste-Centro-Oeste
226;337.0;LAFAIE-MG138;;-21.68888889;-43.46138889;MG;Sudeste-Centro-Oeste
227;338.0;LAF-T3-MG013;;-20.66333333;-43.82166667;MG;Sudeste-Centro-Oeste
228;339.0;LAF-T4-MG013;;-20.66333333;-43.82166667;MG;Sudeste-Centro-Oeste
229;340.0;MIRAND-MG138;;-18.790278;-48.147222;MG;Sudeste-Centro-Oeste
230;341.0;MCLARO-MG345;;-16.66916667;-43.82388889;MG;Sudeste-Centro-Oeste
231;342.0;MCLAR2-MG138;;-18.894444;-44.781667;MG;Sudeste-Centro-Oeste
232;343.0;IGARAPUHE003;UHE;-18.790278;-48.147222;MG;Sudeste-Centro-Oeste
233;344.0;MESQUI-MG500;;-19.4168;-42.5486;MG;Sudeste-Centro-Oeste
234;345.0;MESQUI-MG230;;-19.4168;-42.5486;MG;Sudeste-Centro-Oeste
235;346.0;MESQUISIN001;SIN;-19.4168;-42.5486;MG;Sudeste-Centro-Oeste
236;348.0;VALADAPCH138;PCH;-19.113839;-42.730102;MG;Sudeste-Centro-Oeste
237;349.0;NEVES--MG500;;-19.82416667;-44.10305556;MG;Sudeste-Centro-Oeste
238;350.0;NEVES--MG345;;-19.82416667;-44.10305556;MG;Sudeste-Centro-Oeste
239;351.0;NEVES1-MG013;;-19.82416667;-44.10305556;MG;Sudeste-Centro-Oeste
240;352.0;NEVES2-MG013;;-19.82416667;-44.10305556;MG;Sudeste-Centro-Oeste
241;353.0;NEVES-BIO138;BIO;-19.98777778;-44.09666667;MG;Sudeste-Centro-Oeste
242;354.0;NEVE1-SIN001;SIN;-19.98777778;-44.09666667;MG;Sudeste-Centro-Oeste
243;355.0;NEVE2-SIN001;SIN;-19.98777778;-44.09666667;MG;Sudeste-Centro-Oeste
244;360.0;NPONTE-MG500;;-19.1347;-47.7001;MG;Sudeste-Centro-Oeste
245;361.0;J.FOR5-MG138;;-21.68888889;-43.46138889;MG;Sudeste-Centro-Oeste
246;362.0;PASSOS-MG138;;-18.790278;-48.147222;MG;Sudeste-Centro-Oeste
247;364.0;P.CAL1-MG138;;-21.521611;-45.412614;MG;Sudeste-Centro-Oeste
248;365.0;P.CAL2-MG138;;-21.521611;-45.412614;MG;Sudeste-Centro-Oeste
249;367.0;PIMENT-MG345;;-20.46777778;-45.79416667;MG;Sudeste-Centro-Oeste
250;368.0;PIMENT-MG138;;-20.46777778;-45.79416667;MG;Sudeste-Centro-Oeste
251;370.0;SSIMAO-MG500;;-19.018055;-50.499166;MG;Sudeste-Centro-Oeste
252;371.0;SGONC1-MG013;;-20.07444444;-44.85;MG;Sudeste-Centro-Oeste
253;372.0;TAQUAR-MG345;;-19.93138889;-43.8525;MG;Sudeste-Centro-Oeste
254;373.0;TAQUAR-MG230;;-19.93138889;-43.8525;MG;Sudeste-Centro-Oeste
255;374.0;TAQUA1-MG013;;-19.93138889;-43.8525;MG;Sudeste-Centro-Oeste
256;375.0;TAQUA2-MG013;;-19.93138889;-43.8525;MG;Sudeste-Centro-Oeste
257;376.0;TAQUAR-MG138;;-19.98777778;-44.09666667;MG;Sudeste-Centro-Oeste
258;377.0;SGONC-PCH138;PCH;-20.46777778;-45.79416667;MG;Sudeste-Centro-Oeste
259;378.0;SGONCA-MG500;;-20.07444444;-44.85;MG;Sudeste-Centro-Oeste
260;380.0;TMARIA-MG345;;-18.2134634;-45.2615186;MG;Sudeste-Centro-Oeste
261;381.0;TMARIA-MG289;;-18.2134634;-45.2615186;MG;Sudeste-Centro-Oeste
262;382.0;TMARIA-MG138;;-18.894444;-44.781667;MG;Sudeste-Centro-Oeste
263;384.0;OPRET2-MG500;;-20.29833333;-43.75888889;MG;Sudeste-Centro-Oeste
264;385.0;OPRETO-MG345;;-20.29833333;-43.75888889;MG;Sudeste-Centro-Oeste
265;386.0;OPRET2-MG138;;-21.68888889;-43.46138889;MG;Sudeste-Centro-Oeste
266;389.0;OPRET2CER013;;-20.29833333;-43.75888889;MG;Sudeste-Centro-Oeste
282;390.0;SGOTAR-MG500;;-19.336739;-46.013956;MG;Sudeste-Centro-Oeste
283;391.0;SGOTA2-MG345;;-19.336739;-46.013956;MG;Sudeste-Centro-Oeste
284;392.0;UBERL1PCH138;PCH;-18.790278;-48.147222;MG;Sudeste-Centro-Oeste
285;394.0;GVALA2-MG230;;-18.84888889;-41.98194444;MG;Sudeste-Centro-Oeste
286;395.0;SGOTA3-MG013;;-19.336739;-46.013956;MG;Sudeste-Centro-Oeste
287;396.0;VGRAND-MG345;;-20.0347238;-48.2228593;MG;Sudeste-Centro-Oeste
288;397.0;SGOTA4-MG013;;-19.336739;-46.013956;MG;Sudeste-Centro-Oeste
289;398.0;VPALMA-MG345;;-17.59111111;-44.73555556;MG;Sudeste-Centro-Oeste
290;399.0;VPALM-PCH138;PCH;-18.894444;-44.781667;MG;Sudeste-Centro-Oeste
291;402.0;ARARQ2SIN003;SIN;-21.844678;-48.349092;SP;Sudeste-Centro-Oeste
292;403.0;PIR88-UTE000;UTE;-23.53305556;-46.65;SP;Sudeste-Centro-Oeste
293;404.0;PIR230UTE000;UTE;-23.7;-46.684333;SP;Sudeste-Centro-Oeste
294;405.0;NPIRA1UTE000;UTE;-23.7;-46.682333;SP;Sudeste-Centro-Oeste
295;406.0;NPIRA2UTE000;UTE;-23.53305556;-46.65;SP;Sudeste-Centro-Oeste
296;409.0;GUAIMBUFV034;UFV;-20.74611111;-51.66166667;SP;Sudeste-Centro-Oeste
297;410.0;E.SOUZ-SP230;;-23.44972222;-46.91666667;SP;Sudeste-Centro-Oeste
298;411.0;ESOUZA-SP088;;-23.53305556;-46.65;SP;Sudeste-Centro-Oeste
299;412.0;TOYOT--SP230;;-23.3725;-47.465833;SP;Sudeste-Centro-Oeste
300;413.0;REPLAN-SP440;;-22.734833;-47.114333;SP;Sudeste-Centro-Oeste
