BUS_ID,BUS_NAME,Gen_Type,Latitude,Longitude,U_FED,REG,VBASEKV,ARE
192.0,CAMPO1-RJ013,,-21.724823,-41.346288,RJ,Sudeste-Centro-Oeste,13.8,252.0
194.0,ADRT55-RJ013,,-22.665712,-43.476932,RJ,Sudeste-Centro-Oeste,13.8,251.0
195.0,ADRT53-RJ013,,-22.665712,-43.476932,RJ,Sudeste-Centro-Oeste,13.8,251.0
196.0,CAMP51-SP013,,-22.774201,-47.004621,SP,Sudeste-Centro-Oeste,13.8,202.0
197.0,ADRT51-RJ013,,-22.665712,-43.476932,RJ,Sudeste-Centro-Oeste,13.8,251.0
198.0,PCALAT-MG013,,-21.797915,-46.612409,MG,Sudeste-Centro-Oeste,13.8,351.0
199.0,VITAT1-ES013,,-20.194191,-40.294523,ES,Sudeste-Centro-Oeste,13.8,302.0
201.0,RSIL-1UTE000,UTE,-21.724823,-41.346288,RJ,Sudeste-Centro-Oeste,992.0,259.0
203.0,RSIL-2UTE000,UTE,-21.724823,-41.346288,RJ,Sudeste-Centro-Oeste,992.0,259.0
204.0,ADRT1B-RJ013,,-22.665712,-43.476932,RJ,Sudeste-Centro-Oeste,13.8,252.0
205.0,ADRT2A-RJ013,,-22.665712,-43.476932,RJ,Sudeste-Centro-Oeste,13.8,252.0
206.0,ADRT2B-RJ013,,-22.665712,-43.476932,RJ,Sudeste-Centro-Oeste,13.8,252.0
208.0,BGERT1-DF013,,-15.812438,-47.952159,DF,Sudeste-Centro-Oeste,13.8,563.0
209.0,ADRT1A-RJ013,,-22.665712,-43.476932,RJ,Sudeste-Centro-Oeste,13.8,252.0
210.0,ITUMBI-MG500,,-18.407529,-49.112968,MG,Sudeste-Centro-Oeste,500.0,351.0
212.0,CAMPO2-RJ013,,-16.793335,-49.233715,RJ,Sudeste-Centro-Oeste,13.8,252.0
213.0,MARIMB-MG345,,-20.301198,-49.20339,MG,Sudeste-Centro-Oeste,345.0,352.0
216.0,P.COL--MG345,,-20.120132,-48.574948,MG,Sudeste-Centro-Oeste,345.0,352.0
217.0,ITUMBI-MG345,,-18.407529,-49.112968,MG,Sudeste-Centro-Oeste,345.0,352.0
218.0,BANDEI-GO345,,-16.793335,-49.233715,GO,Sudeste-Centro-Oeste,345.0,512.0
219.0,B.SUL--DF345,,-15.862817,-48.068475,DF,Sudeste-Centro-Oeste,345.0,562.0
220.0,CORUMB-GO345,,-17.987029,-48.54114,GO,Sudeste-Centro-Oeste,345.0,512.0
221.0,B.GERA-DF034,,-16.34909,-47.83193,DF,Sudeste-Centro-Oeste,34.5,564.0
225.0,ITUMBI-MG230,,-18.407529,-49.112968,MG,Sudeste-Centro-Oeste,230.0,353.0
226.0,BANDEI-GO230,,-16.793335,-49.233715,GO,Sudeste-Centro-Oeste,230.0,513.0
227.0,B.GERA-DF230,,-15.812438,-47.952159,DF,Sudeste-Centro-Oeste,230.0,563.0
228.0,B.SUL--DF230,,-15.862817,-48.068475,DF,Sudeste-Centro-Oeste,230.0,563.0
229.0,B.ALTO-GO230,,-15.120271,-48.924964,GO,Sudeste-Centro-Oeste,230.0,513.0
230.0,S.MESA-GO230,,-13.826187,-48.300833,GO,Sudeste-Centro-Oeste,230.0,513.0
231.0,R.VERD-GO230,,-17.760949,-50.883154,GO,Sudeste-Centro-Oeste,230.0,513.0
232.0,BSULT6-DF013,,-15.862817,-48.068475,DF,Sudeste-Centro-Oeste,13.8,562.0
233.0,SAMAMB-DF500,,-15.923319,-48.171835,DF,Sudeste-Centro-Oeste,500.0,561.0
234.0,SAMAMB-DF345,,-15.923319,-48.171835,DF,Sudeste-Centro-Oeste,345.0,562.0
235.0,S.MESA-GO500,,-13.826187,-48.300833,GO,Sudeste-Centro-Oeste,500.0,511.0
236.0,B.SUL--DF138,,-16.34909,-47.83193,DF,Sudeste-Centro-Oeste,138.0,564.0
237.0,SAMAMB-DF138,,-16.34909,-47.83193,DF,Sudeste-Centro-Oeste,138.0,564.0
238.0,R.VERD-GO138,,-17.64448889,-51.69153333,GO,Sudeste-Centro-Oeste,138.0,517.0
239.0,S.MESA-GO138,,-14.472769,-48.489934,GO,Sudeste-Centro-Oeste,138.0,518.0
241.0,RVERT1-GO013,,-17.760949,-50.883154,GO,Sudeste-Centro-Oeste,13.8,513.0
242.0,BANDT1-GO013,,-16.793335,-49.233715,GO,Sudeste-Centro-Oeste,13.8,512.0
243.0,BANDT2-GO013,,-16.793335,-49.233715,GO,Sudeste-Centro-Oeste,13.8,512.0
245.0,BSULT7-DF013,,-15.862817,-48.068475,DF,Sudeste-Centro-Oeste,13.8,562.0
246.0,MARIMB-MG013,,-20.301198,-49.20339,MG,Sudeste-Centro-Oeste,13.8,351.0
247.0,C.BRAV-GO138,,-14.472769,-48.489934,GO,Sudeste-Centro-Oeste,138.0,518.0
248.0,RBOIS-TAP138,,-17.64448889,-51.69153333,GO,Sudeste-Centro-Oeste,138.0,517.0
249.0,RCLARO-GO138,,-17.64448889,-51.69153333,GO,Sudeste-Centro-Oeste,138.0,517.0
250.0,NPECA2UHE002,UHE,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,992.0,255.0
251.0,N.PECA-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
252.0,N.PECA-RJ230,,-22.68944444,-43.86027778,RJ,Sudeste-Centro-Oeste,230.0,253.0
253.0,FONTE2UHE002,UHE,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,992.0,255.0
254.0,FONTES-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
255.0,PPASSOUHE002,UHE,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,992.0,255.0
256.0,PPASSO-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
257.0,I.POMBUHE004,UHE,-23.37083333,-45.87083333,RJ,Sudeste-Centro-Oeste,992.0,257.0
258.0,I.POMB-RJ138,,-23.37083333,-45.87083333,RJ,Sudeste-Centro-Oeste,138.0,257.0
259.0,SCECIL-RJ013,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,13.8,255.0
260.0,S.CEC-PCH138,PCH,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
261.0,VIGARI-RJ013,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,13.8,255.0
262.0,VIGARI-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
263.0,TAQUAR-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
265.0,VULCAN-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
266.0,S.CLAR-RJ138,,-22.71666667,-43.23833333,RJ,Sudeste-Centro-Oeste,138.0,256.0
267.0,CPP----RJ138,,-22.71666667,-43.23833333,RJ,Sudeste-Centro-Oeste,138.0,256.0
268.0,CFRTAP-RJ138,,-22.71666667,-43.23833333,RJ,Sudeste-Centro-Oeste,138.0,256.0
269.0,CSN---UTE002,UTE,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,992.0,255.0
270.0,CORDOV-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
271.0,MERITI-RJ138,,-22.71666667,-43.23833333,RJ,Sudeste-Centro-Oeste,138.0,256.0
272.0,TRIAGE-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
273.0,SAUDAD-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
274.0,V.RED-PCH138,PCH,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
275.0,CASCA2-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
276.0,BRISAM-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
277.0,ZIN----RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
278.0,PALMAR-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
279.0,BRAHMA-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
280.0,ABRTAP-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
281.0,RETIRO-RJ138,,-22.526586,-44.572512,RJ,Sudeste-Centro-Oeste,138.0,255.0
282.0,RECREI-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
283.0,TERM.S-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
284.0,F.CANE-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
285.0,C.SOAR-RJ138,,-22.71666667,-43.23833333,RJ,Sudeste-Centro-Oeste,138.0,256.0
286.0,R.FREI-RJ138,,-22.71666667,-43.23833333,RJ,Sudeste-Centro-Oeste,138.0,256.0
287.0,SARAPU-RJ138,,-22.71666667,-43.23833333,RJ,Sudeste-Centro-Oeste,138.0,256.0
288.0,ROSALI-RJ138,,-22.71666667,-43.23833333,RJ,Sudeste-Centro-Oeste,138.0,256.0
289.0,CAMARA-RJ138,,-22.71666667,-43.23833333,RJ,Sudeste-Centro-Oeste,138.0,256.0
290.0,SAMARI-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
291.0,PMETR1-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
292.0,PMETR2-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
293.0,CAMOR--RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
294.0,SANTIS-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
295.0,SEROPE-RJ138,,-22.91709,-43.750502,RJ,Sudeste-Centro-Oeste,138.0,254.0
296.0,S.BRANUHE002,UHE,-22.8689059,-45.2551667,SP,Sudeste-Centro-Oeste,992.0,213.0
297.0,S.BRAN-RJ088,,-23.37083333,-45.87083333,RJ,Sudeste-Centro-Oeste,88.0,257.0
299.0,SMESA2-GO500,,-13.826187,-48.300833,GO,Sudeste-Centro-Oeste,500.0,511.0
300.0,EMBORCUHE003,UHE,-18.451944,-47.993888,MG,Sudeste-Centro-Oeste,992.0,351.0
301.0,JAGUARUHE003,UHE,-20.022742,-47.434305,MG,Sudeste-Centro-Oeste,992.0,352.0
302.0,NPONTEUHE002,UHE,-19.1347,-47.7001,MG,Sudeste-Centro-Oeste,992.0,351.0
303.0,SSIMAOUHE004,UHE,-19.018055,-50.499166,MG,Sudeste-Centro-Oeste,992.0,351.0
304.0,T.MAR-UHE004,UHE,-18.2134634,-45.2615186,MG,Sudeste-Centro-Oeste,992.0,352.0
305.0,V.GRD-UHE003,UHE,-20.0347238,-48.2228593,MG,Sudeste-Centro-Oeste,992.0,352.0
306.0,GUILMAUHE003,UHE,-19.70805556,-42.96,MG,Sudeste-Centro-Oeste,992.0,353.0
307.0,AVATI-PCH138,PCH,-15.1109403,-43.8074302,MG,Sudeste-Centro-Oeste,138.0,363.0
308.0,BARBAC-MG345,,-21.18555556,-43.75416667,MG,Sudeste-Centro-Oeste,345.0,352.0
309.0,BARBA-PCH138,PCH,-21.68888889,-43.46138889,MG,Sudeste-Centro-Oeste,138.0,355.0
312.0,MIRANDUHE002,UHE,-18.790278,-48.147222,MG,Sudeste-Centro-Oeste,992.0,358.0
313.0,BARREI-MG345,,-19.99972222,-43.99194444,MG,Sudeste-Centro-Oeste,345.0,352.0
314.0,BARREI-MG138,,-19.98777778,-44.09666667,MG,Sudeste-Centro-Oeste,138.0,354.0
315.0,BARRE-SIN001,SIN,-19.99972222,-43.99194444,MG,Sudeste-Centro-Oeste,13.8,352.0
317.0,SOBRAGUHE003,UHE,-21.68888889,-43.46138889,MG,Sudeste-Centro-Oeste,992.0,355.0
318.0,CASSIA-MG138,,-18.790278,-48.147222,MG,Sudeste-Centro-Oeste,138.0,358.0
319.0,CPENA--MG230,,-19.18027778,-41.47444444,MG,Sudeste-Centro-Oeste,230.0,353.0
320.0,EMBORC-MG500,,-18.451944,-47.993888,MG,Sudeste-Centro-Oeste,500.0,351.0
321.0,EMBORC-MG138,,-18.790278,-48.147222,MG,Sudeste-Centro-Oeste,138.0,358.0
322.0,FRUTA-BIO138,BIO,-22.505,-48.545,MG,Sudeste-Centro-Oeste,138.0,208.0
323.0,ITUTIN-MG138,,-21.521611,-45.412614,MG,Sudeste-Centro-Oeste,138.0,359.0
324.0,MSQ-T3-MG013,,-19.4168,-42.5486,MG,Sudeste-Centro-Oeste,13.8,351.0
325.0,JAGUAR-MG500,,-20.018823,-47.438096,MG,Sudeste-Centro-Oeste,500.0,351.0
326.0,JAGUAR-MG345,,-20.022742,-47.434305,MG,Sudeste-Centro-Oeste,345.0,352.0
327.0,SOBRAG-MG138,,-21.68888889,-43.46138889,MG,Sudeste-Centro-Oeste,138.0,355.0
329.0,MSQ-T2-MG013,,-19.4168,-42.5486,MG,Sudeste-Centro-Oeste,13.8,351.0
330.0,JAGUAR-MG138,,-18.790278,-48.147222,MG,Sudeste-Centro-Oeste,138.0,358.0
331.0,J.FORA-MG345,,-21.7110883,-43.4028016,MG,Sudeste-Centro-Oeste,345.0,352.0
332.0,J.FORAPCH138,PCH,-21.68888889,-43.46138889,MG,Sudeste-Centro-Oeste,138.0,355.0
336.0,LAFAIE-MG345,,-20.66333333,-43.82166667,MG,Sudeste-Centro-Oeste,345.0,352.0
337.0,LAFAIE-MG138,,-21.68888889,-43.46138889,MG,Sudeste-Centro-Oeste,138.0,355.0
338.0,LAF-T3-MG013,,-20.66333333,-43.82166667,MG,Sudeste-Centro-Oeste,13.8,352.0
339.0,LAF-T4-MG013,,-20.66333333,-43.82166667,MG,Sudeste-Centro-Oeste,13.8,352.0
340.0,MIRAND-MG138,,-18.790278,-48.147222,MG,Sudeste-Centro-Oeste,138.0,358.0
341.0,MCLARO-MG345,,-16.66916667,-43.82388889,MG,Sudeste-Centro-Oeste,345.0,352.0
342.0,MCLAR2-MG138,,-18.894444,-44.781667,MG,Sudeste-Centro-Oeste,138.0,356.0
343.0,IGARAPUHE003,UHE,-18.790278,-48.147222,MG,Sudeste-Centro-Oeste,992.0,358.0
344.0,MESQUI-MG500,,-19.4168,-42.5486,MG,Sudeste-Centro-Oeste,500.0,351.0
345.0,MESQUI-MG230,,-19.4168,-42.5486,MG,Sudeste-Centro-Oeste,230.0,353.0
346.0,MESQUISIN001,SIN,-19.4168,-42.5486,MG,Sudeste-Centro-Oeste,13.8,351.0
348.0,VALADAPCH138,PCH,-19.113839,-42.730102,MG,Sudeste-Centro-Oeste,138.0,357.0
349.0,NEVES--MG500,,-19.82416667,-44.10305556,MG,Sudeste-Centro-Oeste,500.0,351.0
350.0,NEVES--MG345,,-19.82416667,-44.10305556,MG,Sudeste-Centro-Oeste,345.0,352.0
351.0,NEVES1-MG013,,-19.82416667,-44.10305556,MG,Sudeste-Centro-Oeste,13.8,351.0
352.0,NEVES2-MG013,,-19.82416667,-44.10305556,MG,Sudeste-Centro-Oeste,13.8,351.0
353.0,NEVES-BIO138,BIO,-19.98777778,-44.09666667,MG,Sudeste-Centro-Oeste,138.0,354.0
354.0,NEVE1-SIN001,SIN,-19.98777778,-44.09666667,MG,Sudeste-Centro-Oeste,990.0,354.0
355.0,NEVE2-SIN001,SIN,-19.98777778,-44.09666667,MG,Sudeste-Centro-Oeste,990.0,354.0
360.0,NPONTE-MG500,,-19.1347,-47.7001,MG,Sudeste-Centro-Oeste,500.0,351.0
361.0,J.FOR5-MG138,,-21.68888889,-43.46138889,MG,Sudeste-Centro-Oeste,138.0,355.0
362.0,PASSOS-MG138,,-18.790278,-48.147222,MG,Sudeste-Centro-Oeste,138.0,358.0
364.0,P.CAL1-MG138,,-21.521611,-45.412614,MG,Sudeste-Centro-Oeste,138.0,359.0
365.0,P.CAL2-MG138,,-21.521611,-45.412614,MG,Sudeste-Centro-Oeste,138.0,359.0
367.0,PIMENT-MG345,,-20.46777778,-45.79416667,MG,Sudeste-Centro-Oeste,345.0,352.0
368.0,PIMENT-MG138,,-20.46777778,-45.79416667,MG,Sudeste-Centro-Oeste,138.0,360.0
370.0,SSIMAO-MG500,,-19.018055,-50.499166,MG,Sudeste-Centro-Oeste,500.0,351.0
371.0,SGONC1-MG013,,-20.07444444,-44.85,MG,Sudeste-Centro-Oeste,13.5,351.0
